QuestionNo,StateAb,DivisionID,PollingPlaceNm,YesVotes,YesPercentage,NoVotes,NoPercentage,FormalVotes,FormalPercentage,InformalVotes,InformalPercentage,TotalVotes
1,NSW,104,Bexley West,484,29.95,1132,70.05,1616,96.48,59,3.52,1675
1,NSW,111,Bidwill,376,35.71,677,64.29,1053,98.23,19,1.77,1072
1,NSW,125,Bigga,9,7.14,117,92.86,126,98.44,2,1.56,128
1,NSW,145,Bilambil,390,38.35,627,61.65,1017,98.55,15,1.45,1032
1,NSW,132,Bilgola Plateau,651,66.7,325,33.3,976,98.99,10,1.01,986
1,NSW,250,Billimari,30,19.23,126,80.77,156,100,0,0,156
1,NSW,145,Billinudgel,316,60.54,206,39.46,522,97.94,11,2.06,533
1,NSW,133,Bilpin,200,45.66,238,54.34,438,99.32,3,0.68,441
1,NSW,117,Binalong,60,29.13,146,70.87,206,99.04,2,0.96,208
1,NSW,125,Binda,42,23.6,136,76.4,178,98.89,2,1.11,180
1,NSW,135,Bingara,144,15.53,783,84.47,927,99.68,3,0.32,930
1,NSW,139,Binnaway,66,17.79,305,82.21,371,99.2,3,0.8,374
1,NSW,126,Biraban,339,34.91,632,65.09,971,97.59,24,2.41,995
1,NSW,121,Birchgrove,1173,78.25,326,21.75,1499,99.34,10,0.66,1509
1,NSW,121,Birchgrove East,552,79.88,139,20.12,691,99.42,4,0.58,695
1,NSW,136,Birmingham Gardens North,433,45.82,512,54.18,945,99.16,8,0.84,953
1,NSW,107,Birrong,834,34.76,1565,65.24,2399,96.66,83,3.34,2482
1,NSW,135,Black Mountain,42,22.11,148,77.89,190,100,0,0,190
1,NSW,109,Black Springs,35,17.77,162,82.23,197,98.5,3,1.5,200
1,NSW,126,Blackalls,326,36.38,570,63.62,896,97.5,23,2.5,919
1,NSW,150,Blackbutt,394,35.4,719,64.6,1113,98.32,19,1.68,1132
1,NSW,111,Blackett,418,38.67,663,61.33,1081,97.83,24,2.17,1105
1,NSW,133,Blackheath,1177,68.91,531,31.09,1708,98.96,18,1.04,1726
1,NSW,148,Blacksmiths,405,51.07,388,48.93,793,98.39,13,1.61,806
1,NSW,122,Blacktown,268,43.16,353,56.84,621,98.89,7,1.11,628
1,NSW,111,Blacktown CHIFLEY PPVC,2339,37.38,3918,62.62,6257,98.96,66,1.04,6323
1,NSW,122,Blacktown East,380,36.47,662,63.53,1042,98.39,17,1.61,1059
1,NSW,122,Blacktown GREENWAY PPVC,3429,36.83,5882,63.17,9311,98.91,103,1.09,9414
1,NSW,315,Blacktown MCMAHON PPVC,219,33.28,439,66.72,658,98.65,9,1.35,667
1,NSW,122,Blacktown North,216,51.55,203,48.45,419,98.13,8,1.87,427
1,NSW,140,Blacktown PARRAMATTA PPVC,459,40.09,686,59.91,1145,99.05,11,0.95,1156
1,NSW,111,Blacktown South (Chifley),176,48.75,185,51.25,361,99.18,3,0.82,364
1,NSW,122,Blacktown South (Greenway),1091,47.27,1217,52.73,2308,98.46,36,1.54,2344
1,NSW,111,Blacktown West,1003,46.5,1154,53.5,2157,98,44,2,2201
1,NSW,135,Blackville,12,25,36,75,48,100,0,0,48
1,NSW,131,Blairmount,487,46.78,554,53.22,1041,97.93,22,2.07,1063
1,NSW,103,Blakehurst North,124,38.04,202,61.96,326,99.09,3,0.91,329
1,NSW,112,Blakehurst South,423,26.81,1155,73.19,1578,99.06,15,0.94,1593
1,NSW,133,Blaxland,441,49.83,444,50.17,885,98.77,11,1.23,896
1,NSW,133,Blaxland East,1212,56.19,945,43.81,2157,98.27,38,1.73,2195
1,NSW,109,Blayney,417,23.44,1362,76.56,1779,98.94,19,1.06,1798
1,NSW,109,Bletchington,676,36.58,1172,63.42,1848,99.09,17,0.91,1865
1,NSW,133,Bligh Park,443,25.77,1276,74.23,1719,98.57,25,1.43,1744
1,NSW,133,Bligh Park East,266,25,798,75,1064,98.43,17,1.57,1081
1,NSW,118,Blighty,8,6.5,115,93.5,123,99.19,1,0.81,124
1,NSW,109,Bloomfield,51,54.26,43,45.74,94,100,0,0,94
1,NSW,115,Blue Haven,549,32.03,1165,67.97,1714,98.51,26,1.49,1740
1,NSW,113,Boambee,507,37.17,857,62.83,1364,98.06,27,1.94,1391
1,NSW,249,Bobs Farm,64,25.6,186,74.4,250,98.43,4,1.57,254
